LOCATION,DAY,ORDER_NUMBER,FLAVOR,SCOOPS
Mundare,10,18,strawberry,2
Mannville,3,135,chocolate,1
Mundare,3,111,strawberry,3
Vermilion,14,96,strawberry,3
Girouxville,2,119,vanilla,1
Cardston,9,9,strawberry,3
Mundare,19,178,strawberry,3
Athabasca,12,34,vanilla,2
Mannville,20,70,chocolate,2
Cardston,22,138,chocolate,1
Mannville,26,116,strawberry,2
Chestermere,16,51,vanilla,1
Athabasca,6,64,chocolate,2
Cardston,30,44,strawberry,2
Athabasca,10,163,banana,2
Delburne,13,78,banana,1
Bruderheim,27,139,vanilla,2
Girouxville,20,154,banana,2
Valleyview,29,135,strawberry,3
Mundare,22,83,strawberry,1
Lomond,5,55,chocolate,2
Athabasca,4,21,vanilla,3
Ryley,19,75,strawberry,1
Olds,6,91,strawberry,2
Mundare,6,100,banana,1
Delburne,10,1,chocolate,2
Vermilion,15,23,banana,2
Mannville,11,197,chocolate,2
Bashaw,10,44,vanilla,1
Bashaw,17,80,banana,3
Olds,8,18,strawberry,2
Delburne,23,152,strawberry,2
Cardston,23,19,chocolate,2
Falher,7,17,vanilla,1
Ryley,23,82,vanilla,2
Ryley,30,37,chocolate,2
Lacombe,24,71,vanilla,2
Mannville,14,94,chocolate,1
Athabasca,25,87,strawberry,2
Falher,18,30,strawberry,1
Lacombe,3,111,strawberry,1
Bashaw,25,111,strawberry,1
Chestermere,15,81,vanilla,1
Ryley,21,36,strawberry,2
Lomond,5,73,vanilla,2
Athabasca,2,34,banana,2
Eckville,23,26,chocolate,1
Lacombe,3,49,banana,1
Vermilion,28,42,chocolate,1
Mannville,7,79,vanilla,1
Lacombe,1,37,vanilla,2
Girouxville,25,47,vanilla,2
Mannville,8,210,chocolate,2
Valleyview,15,25,strawberry,1
Lomond,24,35,strawberry,2
Cardston,17,118,chocolate,2
Lacombe,5,20,banana,2
Myrnam,14,17,banana,3
Mundare,8,45,chocolate,2
Falher,8,19,banana,3
Mannville,2,130,banana,2
Bruderheim,16,18,chocolate,1
Magrath,19,101,chocolate,1
Mundare,30,42,strawberry,3
Girouxville,2,104,strawberry,3
Mannville,9,133,chocolate,1
Mannville,5,96,strawberry,1
Girouxville,30,30,chocolate,2
Olds,20,43,vanilla,1
Chestermere,12,42,chocolate,2
Bashaw,7,53,chocolate,1
Lomond,2,102,strawberry,1
Myrnam,4,56,strawberry,1
Mundare,17,148,chocolate,3
Chestermere,2,28,vanilla,2
Cardston,2,111,vanilla,1
Cardston,18,41,strawberry,2
Athabasca,8,95,strawberry,2
Valleyview,8,150,strawberry,2
Athabasca,10,99,vanilla,1
Olds,3,38,vanilla,2
Olds,4,30,vanilla,2
Mannville,13,162,strawberry,1
Valleyview,16,33,strawberry,2
Bruderheim,28,91,chocolate,2
Ryley,30,49,strawberry,2
Myrnam,6,128,strawberry,1
Athabasca,19,6,vanilla,3
Vermilion,18,7,vanilla,1
Athabasca,21,60,banana,3
Lomond,25,106,strawberry,1
Eckville,3,134,banana,2
Lamont,3,20,vanilla,2
Falher,2,57,strawberry,1
Falher,29,101,strawberry,1
Athabasca,20,74,strawberry,1
Vermilion,17,74,vanilla,2
Mannville,21,23,strawberry,2
Mundare,8,127,strawberry,1
Mannville,9,135,banana,2
Girouxville,18,30,banana,2
Bashaw,9,117,vanilla,1
Cardston,17,183,vanilla,2
Girouxville,14,151,strawberry,2
Lacombe,14,34,banana,2
Mannville,28,3,chocolate,1
Lacombe,25,40,strawberry,1
Mundare,8,160,banana,2
Olds,30,157,vanilla,1
Bashaw,27,74,vanilla,2
Delburne,12,69,chocolate,2
Mannville,7,19,chocolate,1
Mundare,10,213,banana,2
Girouxville,21,131,banana,2
Valleyview,7,132,vanilla,3
Lomond,8,142,strawberry,3
Mundare,27,52,strawberry,2
Lomond,5,23,chocolate,2
Bruderheim,30,42,chocolate,1
Ryley,13,27,vanilla,2
Olds,9,104,vanilla,2
Cardston,7,4,vanilla,2
Mundare,20,27,strawberry,1
Bruderheim,25,130,strawberry,2
Magrath,15,131,chocolate,2
Magrath,16,7,chocolate,1
Mundare,5,115,strawberry,2
Lomond,7,5,banana,2
Magrath,5,87,strawberry,1
Vermilion,30,53,chocolate,1
Girouxville,12,196,strawberry,2
Chestermere,21,56,chocolate,1
Ryley,18,109,banana,2
Mundare,30,35,strawberry,2
Lomond,8,81,banana,2
Girouxville,17,117,banana,2
Ryley,9,61,strawberry,2
Magrath,9,57,vanilla,2
Falher,21,32,strawberry,1
Valleyview,5,130,vanilla,2
Mundare,21,205,chocolate,3
Chestermere,16,67,vanilla,2
Vermilion,23,32,vanilla,2
Mannville,11,215,chocolate,1
Olds,7,137,chocolate,2
Myrnam,11,14,strawberry,2
Girouxville,13,86,chocolate,2
Bruderheim,20,61,vanilla,3
Valleyview,5,164,chocolate,1
Chestermere,10,8,vanilla,1
Valleyview,26,136,banana,2
Girouxville,23,25,banana,2
Delburne,21,149,strawberry,2
Valleyview,13,88,chocolate,1
Athabasca,25,118,strawberry,1
Magrath,29,17,chocolate,2
Mundare,19,152,vanilla,2
Vermilion,24,17,vanilla,2
Magrath,22,123,vanilla,2
Lamont,6,116,vanilla,1
Falher,10,21,banana,1
Cardston,11,65,strawberry,1
Cardston,14,97,chocolate,2
Valleyview,18,117,strawberry,2
Athabasca,16,93,vanilla,3
Lomond,17,78,vanilla,3
Falher,20,81,chocolate,2
Lomond,7,119,chocolate,2
Mannville,12,93,strawberry,1
Valleyview,5,112,vanilla,2
Delburne,18,34,chocolate,1
Myrnam,8,52,strawberry,2
Ryley,10,29,vanilla,2
Chestermere,7,15,chocolate,1
Valleyview,14,61,chocolate,2
Falher,12,46,banana,1
Chestermere,9,133,strawberry,3
Myrnam,19,22,strawberry,2
Bashaw,30,205,strawberry,1
Girouxville,14,118,banana,2
Delburne,20,140,vanilla,3
Cardston,14,5,vanilla,2
Olds,25,47,strawberry,1
Lomond,9,41,chocolate,2
Cardston,15,2,strawberry,2
Valleyview,22,25,vanilla,3
Lomond,16,158,chocolate,3
Mundare,24,199,vanilla,1
Eckville,4,138,vanilla,2
Chestermere,24,52,chocolate,1
Eckville,27,4,chocolate,2
Delburne,26,33,strawberry,2
Magrath,13,62,banana,1
Girouxville,8,172,strawberry,2
Mundare,6,49,banana,1
Myrnam,29,6,strawberry,2
Mundare,15,30,vanilla,1
Vermilion,3,86,banana,2
Chestermere,13,52,chocolate,2
Bashaw,5,71,vanilla,1
Bashaw,27,165,strawberry,2
Athabasca,18,165,vanilla,3
Mundare,20,41,vanilla,3
Mannville,15,71,vanilla,1
Athabasca,25,72,chocolate,2
Mannville,30,84,strawberry,2
Ryley,23,78,chocolate,2
Bashaw,6,181,chocolate,3
Valleyview,15,187,vanilla,2
Mannville,24,178,vanilla,3
Lacombe,22,23,vanilla,2
Chestermere,2,109,strawberry,2
Athabasca,20,62,chocolate,2
Bashaw,15,78,vanilla,1
Delburne,18,58,vanilla,2
Bashaw,2,56,chocolate,2
Delburne,8,29,strawberry,2
Valleyview,30,19,strawberry,1
Myrnam,12,90,chocolate,1
Delburne,22,118,strawberry,1
Mannville,6,166,banana,3
Lomond,20,192,vanilla,1
Myrnam,19,11,chocolate,3
Falher,19,27,chocolate,2
Bashaw,29,64,strawberry,1
Girouxville,30,10,vanilla,1
Mannville,11,123,vanilla,2
Mundare,8,164,banana,2
Valleyview,21,18,strawberry,2
Myrnam,29,31,strawberry,1
Mundare,20,19,banana,3
Magrath,4,8,strawberry,2
Bashaw,6,20,vanilla,2
Eckville,12,11,vanilla,3
Girouxville,9,106,vanilla,2
Vermilion,16,150,strawberry,2
Vermilion,29,91,chocolate,2
Myrnam,25,84,strawberry,3
Cardston,18,72,banana,1
Vermilion,30,8,vanilla,1
Magrath,21,3,chocolate,2
Bashaw,29,4,vanilla,2
Mundare,7,9,vanilla,1
Mundare,25,72,strawberry,2
Lomond,20,108,strawberry,3
Ryley,12,5,strawberry,1
Chestermere,11,2,chocolate,3
Lamont,13,38,chocolate,2
Eckville,14,134,vanilla,1
Bashaw,27,46,strawberry,2
Chestermere,14,72,strawberry,2
Girouxville,29,129,strawberry,1
Girouxville,8,44,chocolate,3
Delburne,28,43,strawberry,1
Lacombe,2,98,vanilla,3
Myrnam,19,96,banana,2
Olds,20,32,banana,2
Valleyview,27,102,strawberry,1
Magrath,28,17,chocolate,3
Delburne,1,134,vanilla,2
Mannville,8,197,vanilla,2
Lomond,19,5,vanilla,3
Lomond,21,54,vanilla,2
Chestermere,23,81,chocolate,2
Olds,9,146,strawberry,1
Bruderheim,30,89,strawberry,1
Mannville,28,57,vanilla,1
Lamont,23,1,vanilla,2
Lamont,2,20,banana,1
Vermilion,29,12,banana,2
Athabasca,2,72,strawberry,2
Bashaw,24,158,strawberry,1
Olds,6,103,vanilla,1
Girouxville,9,32,strawberry,2
Bashaw,28,159,chocolate,3
Lomond,7,5,chocolate,2
Delburne,26,8,chocolate,1
Athabasca,24,141,chocolate,3
Bashaw,25,144,banana,2
Olds,26,44,chocolate,1
Lomond,28,101,strawberry,1
Mundare,11,193,strawberry,2
Lacombe,6,10,banana,3
Eckville,10,69,strawberry,3
Valleyview,5,18,chocolate,1
Mannville,23,66,chocolate,3
Valleyview,14,43,vanilla,1
Cardston,13,47,banana,2
Olds,17,66,strawberry,2
Chestermere,7,91,banana,3
Lamont,28,27,strawberry,2
Eckville,6,141,chocolate,2
Myrnam,11,76,banana,3
Lacombe,11,33,strawberry,2
Lomond,29,141,strawberry,1
Cardston,30,112,vanilla,2
Olds,11,13,strawberry,3
Bashaw,2,9,chocolate,1
Valleyview,23,28,strawberry,2
Mannville,15,12,chocolate,2
Bashaw,6,133,banana,2
Delburne,20,60,strawberry,1
Eckville,17,180,vanilla,2
Falher,2,23,vanilla,2
Mannville,5,60,strawberry,1
Lomond,30,86,chocolate,2
Delburne,1,15,chocolate,1
Girouxville,12,92,chocolate,1
Valleyview,11,107,chocolate,2
Mundare,15,94,vanilla,2
Valleyview,4,58,strawberry,2
Cardston,13,99,strawberry,2
Olds,11,51,banana,1
Lacombe,4,12,strawberry,2
Cardston,26,3,chocolate,2
Athabasca,16,75,chocolate,2
Mundare,22,3,vanilla,2
Mundare,6,155,chocolate,1
Lomond,29,35,vanilla,3
Mundare,23,57,chocolate,3
Mannville,2,5,vanilla,1
Athabasca,2,74,strawberry,2
Mundare,14,143,banana,2
Ryley,17,56,chocolate,2
Mundare,13,135,chocolate,3
Valleyview,30,95,vanilla,1
Falher,5,99,chocolate,2
Cardston,2,84,strawberry,2
Mannville,24,161,strawberry,2
Myrnam,29,154,chocolate,1
Lacombe,17,61,banana,2
Olds,12,29,strawberry,2
Valleyview,9,175,chocolate,1
Chestermere,21,42,banana,2
Bashaw,8,108,banana,2
Girouxville,13,217,chocolate,2
Athabasca,20,157,strawberry,1
Chestermere,9,98,chocolate,3
Athabasca,18,2,vanilla,2
Delburne,26,44,vanilla,2
Bruderheim,14,18,chocolate,2
Mundare,16,85,chocolate,1
Girouxville,28,125,vanilla,1
Mannville,29,26,vanilla,2
Eckville,20,36,banana,2
Lamont,10,55,vanilla,1
Lamont,25,20,vanilla,2
Bashaw,23,30,chocolate,3
Cardston,16,71,vanilla,2
Girouxville,10,159,chocolate,1
Lacombe,2,19,vanilla,3
Mannville,19,141,banana,3
Ryley,2,73,vanilla,2
Lamont,22,75,chocolate,1
Cardston,6,121,vanilla,2
Mundare,1,142,chocolate,2
Eckville,6,13,chocolate,2
Magrath,27,17,chocolate,2
Mundare,29,24,strawberry,2
Delburne,7,57,chocolate,2
Bashaw,6,69,chocolate,1
Cardston,20,91,vanilla,2
Lacombe,16,112,chocolate,3
Valleyview,2,206,vanilla,2
Girouxville,13,110,strawberry,1
Falher,5,129,chocolate,1
Delburne,28,69,vanilla,2
Olds,22,38,strawberry,1
Bashaw,7,164,strawberry,2
Magrath,17,25,strawberry,1
Vermilion,10,139,chocolate,2
Delburne,16,68,vanilla,1
Girouxville,3,110,vanilla,3
Magrath,29,143,chocolate,1
Bruderheim,2,34,chocolate,1
Delburne,15,22,banana,2
Lacombe,1,26,chocolate,2
Cardston,20,111,chocolate,2
Bashaw,1,188,strawberry,1
Lomond,21,87,banana,1
Lacombe,10,54,vanilla,1
Olds,12,25,chocolate,2
Athabasca,17,49,vanilla,1
Myrnam,26,148,chocolate,1
Valleyview,15,59,banana,1
Olds,26,17,banana,2
Lomond,16,100,vanilla,2
Myrnam,14,59,strawberry,1
Valleyview,27,67,vanilla,2
Athabasca,30,71,banana,2
Girouxville,11,161,chocolate,1
Lamont,9,34,vanilla,1
Valleyview,12,77,strawberry,2
Olds,7,134,chocolate,1
Eckville,25,183,vanilla,1
Athabasca,24,30,chocolate,2
Lacombe,23,50,vanilla,1
Bashaw,13,93,chocolate,2
Mannville,11,142,strawberry,3
Mannville,11,28,banana,2
Lomond,16,159,strawberry,2
Bashaw,4,95,chocolate,1
Mundare,29,60,strawberry,1
Mundare,9,10,strawberry,2
Ryley,29,99,strawberry,2
Lamont,11,41,strawberry,1
Eckville,12,51,strawberry,2
Valleyview,12,121,chocolate,3
Magrath,3,115,strawberry,2
Magrath,7,34,chocolate,3
Delburne,13,10,banana,1
Ryley,15,110,vanilla,2
Mannville,20,12,chocolate,2
Chestermere,23,51,strawberry,2
Athabasca,2,152,strawberry,2
Valleyview,27,66,strawberry,2
Mundare,16,232,strawberry,1
Lamont,22,92,strawberry,1
Lamont,8,79,vanilla,3
Eckville,3,123,chocolate,2
Delburne,5,110,chocolate,1
Mannville,29,11,strawberry,2
Falher,28,103,chocolate,1
Lamont,2,87,strawberry,2
Bruderheim,7,54,strawberry,3
Mundare,26,29,banana,1
Lomond,6,53,vanilla,2
Olds,9,104,strawberry,3
Myrnam,19,52,banana,1
Athabasca,27,57,strawberry,1
Athabasca,21,12,strawberry,3
Lacombe,25,1,banana,2
Mundare,11,215,strawberry,2
Myrnam,10,34,strawberry,1
Delburne,23,42,strawberry,1
Bashaw,13,56,vanilla,2
Girouxville,24,21,strawberry,2
Eckville,13,54,vanilla,1
Mannville,1,164,strawberry,2
Bruderheim,11,131,strawberry,2
Lamont,11,4,banana,3
Lacombe,18,33,vanilla,3
Eckville,28,55,vanilla,3
Lomond,30,136,vanilla,1
Eckville,5,58,banana,2
Mundare,29,180,strawberry,3
Magrath,19,28,strawberry,2
Mannville,30,41,strawberry,2
Bruderheim,25,25,chocolate,1
Bruderheim,3,59,banana,1
Olds,16,23,strawberry,1
Chestermere,7,60,chocolate,3
Cardston,19,141,vanilla,2
Chestermere,2,99,banana,1
Bruderheim,6,104,strawberry,1
Magrath,5,110,banana,2
Cardston,16,57,chocolate,1
Ryley,25,149,vanilla,2
Lamont,29,9,banana,2
Lacombe,9,16,strawberry,2
Bashaw,22,1,strawberry,3
Eckville,9,57,banana,3
Girouxville,8,206,chocolate,2
Myrnam,24,57,banana,2
Lomond,25,81,vanilla,2
Vermilion,20,61,strawberry,2
Lomond,28,133,strawberry,2
Magrath,9,56,vanilla,2
Valleyview,17,97,strawberry,3
Lomond,5,66,chocolate,3
Bashaw,25,165,vanilla,1
Bashaw,6,222,chocolate,3
Eckville,23,45,vanilla,3
Lomond,23,73,strawberry,1
Bruderheim,28,45,vanilla,3
Myrnam,26,95,banana,2
Bashaw,21,54,vanilla,3
Girouxville,20,158,chocolate,2
Olds,9,5,chocolate,2
Magrath,4,7,chocolate,3
Bruderheim,27,73,chocolate,1
Delburne,18,55,strawberry,2
Bashaw,23,17,strawberry,3
Girouxville,7,186,vanilla,2
Myrnam,16,13,strawberry,1
Valleyview,11,37,strawberry,2
Delburne,18,107,strawberry,2
Ryley,4,19,strawberry,1
Lomond,25,11,chocolate,3
Valleyview,7,121,vanilla,1
Lacombe,6,94,chocolate,2
Magrath,8,110,banana,2
Lamont,2,114,strawberry,2
Myrnam,24,8,banana,2
Falher,14,36,strawberry,2
Athabasca,15,122,chocolate,3
Mannville,25,138,banana,1
Mannville,9,95,vanilla,2
Athabasca,10,153,vanilla,2
Magrath,19,38,vanilla,2
Valleyview,5,53,strawberry,1
Chestermere,13,64,vanilla,3
Lamont,13,19,banana,1
Ryley,18,142,vanilla,1
Athabasca,25,57,chocolate,2
Bashaw,10,127,chocolate,2
Ryley,22,33,banana,3
Magrath,19,70,vanilla,1
Athabasca,20,115,chocolate,1
Lomond,24,14,vanilla,3
Magrath,12,100,vanilla,1
Lomond,27,128,banana,2
Bashaw,30,47,vanilla,1
Bashaw,16,64,strawberry,3
Myrnam,19,29,chocolate,2
Bashaw,18,78,strawberry,1
Athabasca,18,118,banana,1
Mundare,12,128,vanilla,1
Athabasca,29,130,vanilla,1
Lacombe,21,5,vanilla,1
Mannville,30,75,strawberry,1
Bashaw,24,53,banana,1
Eckville,13,88,banana,2
Lamont,13,85,chocolate,2
Mannville,10,16,banana,2
Bruderheim,14,16,vanilla,2
Girouxville,23,156,vanilla,3
Eckville,6,47,chocolate,1
Bruderheim,21,71,banana,1
Bashaw,18,7,vanilla,2
Mannville,5,117,chocolate,1
Bashaw,6,37,vanilla,2
Mannville,6,155,chocolate,1
Olds,9,90,vanilla,1
Falher,8,38,chocolate,2
Magrath,1,72,banana,2
Chestermere,11,113,chocolate,1
Athabasca,4,84,banana,1
Lomond,10,81,banana,3
Girouxville,8,92,banana,1
Chestermere,9,204,chocolate,2
Lamont,8,51,chocolate,2
Myrnam,6,68,chocolate,1
Magrath,15,91,strawberry,2
Myrnam,18,71,chocolate,1
Vermilion,20,8,chocolate,2
Myrnam,1,56,chocolate,2
Lacombe,7,76,banana,2
Lomond,5,115,banana,1
Mundare,4,79,vanilla,2
Bashaw,4,75,banana,2
Ryley,21,142,banana,1
Girouxville,3,149,strawberry,2
Magrath,2,8,chocolate,1
Valleyview,29,215,vanilla,2
Lamont,25,42,banana,2
Bashaw,3,148,banana,2
Mundare,16,91,vanilla,1
Athabasca,19,62,banana,2
Bashaw,14,54,chocolate,1
Girouxville,11,121,banana,1
Myrnam,2,100,strawberry,3
Chestermere,23,6,vanilla,2
Mannville,21,29,strawberry,1
Girouxville,5,6,chocolate,1
Lacombe,19,52,vanilla,2
Ryley,2,9,vanilla,3
Olds,11,16,strawberry,2
Falher,16,59,strawberry,2
Eckville,1,154,vanilla,2
Bashaw,13,132,chocolate,3
Ryley,21,65,chocolate,1
Girouxville,29,154,chocolate,1
Olds,18,97,chocolate,2
Lomond,2,16,chocolate,2
Bruderheim,26,42,chocolate,1
Olds,9,130,vanilla,3
Eckville,23,34,strawberry,2
Girouxville,7,207,vanilla,2
Valleyview,6,112,chocolate,3
Vermilion,1,50,banana,1
Lamont,17,81,chocolate,2
Vermilion,10,3,chocolate,2
Mannville,1,97,strawberry,2
Lomond,29,171,chocolate,3
Mannville,19,158,vanilla,3
Lamont,6,5,banana,1
Delburne,21,115,chocolate,2
Olds,6,28,banana,3
Lacombe,8,47,vanilla,3
Lomond,29,88,vanilla,2
Mundare,11,52,banana,2
Mundare,1,216,strawberry,3
Eckville,28,128,chocolate,1
Cardston,17,150,strawberry,2
Lamont,9,88,chocolate,1
Bashaw,15,126,strawberry,1
Myrnam,1,101,chocolate,2
Chestermere,14,62,vanilla,2
Delburne,13,80,vanilla,1
Ryley,13,44,vanilla,2
Lacombe,2,69,chocolate,2
Ryley,19,88,vanilla,2
Girouxville,7,49,strawberry,1
Olds,20,68,strawberry,2
Athabasca,17,47,strawberry,1
Bruderheim,7,69,vanilla,2
Chestermere,26,6,banana,2
Vermilion,4,162,chocolate,1
Mundare,14,112,banana,2
Lomond,3,84,vanilla,2
Myrnam,29,162,chocolate,1
Ryley,29,98,vanilla,1
Delburne,16,10,banana,1
Lamont,14,53,chocolate,3
Mundare,8,53,strawberry,2
Athabasca,19,89,strawberry,2
Falher,11,55,strawberry,1
Ryley,13,66,chocolate,1
Lamont,7,9,strawberry,1
Girouxville,17,80,chocolate,1
Magrath,1,121,banana,1
Delburne,19,61,strawberry,2
Bashaw,30,195,vanilla,1
Mundare,26,8,strawberry,3
Olds,11,92,vanilla,3
Lacombe,2,97,vanilla,2
Mannville,27,198,chocolate,2
Falher,6,19,strawberry,3
Lacombe,11,25,strawberry,3
Delburne,16,17,banana,2
Eckville,5,13,chocolate,1
Mundare,21,157,banana,1
Chestermere,30,72,strawberry,2
Girouxville,22,187,banana,3
Lacombe,23,48,banana,2
Cardston,27,45,vanilla,2
Olds,7,120,chocolate,2
Eckville,5,110,strawberry,3
Lomond,1,135,strawberry,1
Girouxville,24,19,strawberry,2
Bashaw,13,144,strawberry,1
Athabasca,22,189,chocolate,2
Bashaw,25,43,strawberry,1
Bruderheim,13,69,chocolate,1
Vermilion,13,20,strawberry,2
Bashaw,11,28,chocolate,2
Mannville,22,91,vanilla,1
Girouxville,13,124,banana,3
Lomond,20,141,vanilla,2
Girouxville,7,94,vanilla,2
Vermilion,3,29,chocolate,1
Girouxville,20,134,vanilla,3
Mannville,12,42,banana,2
Magrath,20,2,chocolate,1
Mannville,2,127,vanilla,3
Olds,27,25,vanilla,1
Lamont,6,88,strawberry,1
Lamont,22,108,strawberry,1
Myrnam,2,99,strawberry,1
Lacombe,25,86,vanilla,3
Eckville,27,53,strawberry,2
Lomond,13,102,vanilla,2
Delburne,1,147,vanilla,2
Lamont,23,84,strawberry,2
Girouxville,17,115,vanilla,2
Bashaw,17,63,vanilla,3
Mundare,23,159,strawberry,3
Olds,5,29,vanilla,1
Girouxville,5,143,strawberry,3
Myrnam,5,54,strawberry,2
Myrnam,10,34,vanilla,3
Falher,27,10,chocolate,2
Mannville,12,59,vanilla,3
Falher,8,4,strawberry,3
Magrath,25,26,vanilla,2
Ryley,15,151,strawberry,1
Ryley,29,97,banana,2
Chestermere,30,16,chocolate,2
Eckville,6,31,vanilla,2
Myrnam,27,137,chocolate,2
Mundare,22,116,strawberry,2
Mundare,13,101,vanilla,1
Eckville,4,132,chocolate,1
Mannville,3,125,strawberry,2
Ryley,29,48,chocolate,2
Falher,3,29,vanilla,2
Olds,24,117,vanilla,1
Valleyview,6,115,strawberry,2
Olds,22,44,vanilla,2
Eckville,17,148,chocolate,1
Bruderheim,17,78,strawberry,2
Mannville,16,61,chocolate,2
Myrnam,11,82,vanilla,1
Mannville,15,18,chocolate,3
Magrath,18,19,banana,2
Ryley,30,35,chocolate,2
Vermilion,3,55,vanilla,2
Valleyview,29,107,banana,2
Eckville,13,55,banana,1
Cardston,14,42,chocolate,2
Falher,4,61,chocolate,2
Valleyview,6,109,chocolate,2
Olds,29,110,banana,3
Eckville,29,7,vanilla,2
Ryley,21,43,vanilla,3
Bruderheim,19,92,banana,1
Vermilion,18,147,banana,2
Valleyview,6,18,banana,2
Bruderheim,4,21,strawberry,2
Lomond,10,148,banana,2
Olds,16,81,vanilla,3
Bashaw,13,95,banana,2
Bashaw,19,181,chocolate,2
Chestermere,22,81,vanilla,1
Bashaw,30,71,vanilla,2
Falher,4,23,vanilla,1
Vermilion,10,124,chocolate,2
Athabasca,20,129,strawberry,3
Athabasca,25,121,banana,1
Girouxville,12,48,strawberry,3
Falher,2,69,strawberry,1
Cardston,21,156,vanilla,1
Mundare,2,92,vanilla,2
Mannville,4,125,chocolate,1
Myrnam,24,66,strawberry,1
Ryley,27,43,banana,1
Bruderheim,18,33,chocolate,2
Athabasca,20,77,strawberry,2
Mundare,25,18,chocolate,1
Eckville,26,128,chocolate,1
Chestermere,21,22,strawberry,1
Vermilion,30,49,vanilla,2
Girouxville,8,33,chocolate,2
Athabasca,22,59,vanilla,2
Girouxville,7,130,chocolate,3
Falher,30,63,chocolate,3
Myrnam,1,98,chocolate,2
Lomond,30,164,vanilla,2
Bashaw,3,70,strawberry,1
Mundare,11,221,chocolate,3
Mundare,21,2,strawberry,3
Eckville,15,110,chocolate,1
Valleyview,20,39,banana,2
Eckville,9,25,strawberry,2
Bruderheim,8,15,chocolate,2
Valleyview,15,36,vanilla,1
Girouxville,18,21,vanilla,1
Bashaw,8,80,chocolate,3
Mannville,9,107,vanilla,1
Delburne,1,158,chocolate,2
Athabasca,23,36,chocolate,3
Ryley,17,92,strawberry,2
Lamont,16,8,vanilla,2
Girouxville,21,97,vanilla,1
Girouxville,2,185,strawberry,1
Valleyview,15,177,chocolate,3
Girouxville,9,164,chocolate,2
Eckville,18,47,chocolate,1
Lomond,27,47,strawberry,2
Myrnam,29,53,banana,2
Magrath,13,73,strawberry,3
Athabasca,28,96,chocolate,1
Myrnam,13,5,strawberry,2
Cardston,3,13,chocolate,3
Mundare,18,68,vanilla,2
Chestermere,25,31,chocolate,2
Girouxville,5,132,banana,2
Bruderheim,9,49,strawberry,3
Bruderheim,19,39,vanilla,1
Myrnam,29,108,vanilla,1
Mannville,5,158,vanilla,2
Ryley,17,100,strawberry,3
Ryley,26,33,chocolate,1
Lamont,24,90,chocolate,3
Girouxville,26,133,strawberry,2
Girouxville,9,53,chocolate,2
Lamont,13,142,vanilla,3
Cardston,23,88,strawberry,1
Bruderheim,21,105,vanilla,2
Eckville,30,52,vanilla,1
Delburne,10,76,chocolate,1
Ryley,29,106,strawberry,2
Bashaw,28,190,strawberry,1
Lamont,12,86,strawberry,2
Bashaw,27,154,strawberry,1
Valleyview,27,16,chocolate,2
Vermilion,18,100,chocolate,2
Cardston,8,134,vanilla,2
Lomond,10,52,vanilla,1
Magrath,6,107,banana,1
Mannville,1,3,chocolate,2
Vermilion,29,51,strawberry,2
Mundare,20,120,vanilla,1
Girouxville,27,153,vanilla,2
Mundare,26,101,strawberry,1
Bruderheim,27,76,chocolate,1
Cardston,2,53,strawberry,2
Bashaw,18,152,strawberry,2
Mundare,21,167,chocolate,1
Athabasca,9,112,vanilla,3
Girouxville,16,100,chocolate,2
Valleyview,4,87,vanilla,3
Olds,20,12,banana,2
Lomond,10,30,vanilla,2
Magrath,28,6,banana,2
Mundare,14,49,strawberry,2
Falher,17,20,banana,2
Athabasca,25,36,banana,1
Bruderheim,8,149,vanilla,1
Lomond,11,59,chocolate,2
Cardston,17,157,chocolate,1
Ryley,26,35,strawberry,2
Mundare,7,24,vanilla,2
Cardston,19,22,banana,2
Valleyview,21,102,banana,1
Athabasca,2,45,banana,1
Chestermere,13,48,banana,2
Girouxville,7,18,chocolate,3
Magrath,17,73,banana,3
Falher,9,43,vanilla,2
Mundare,21,189,vanilla,2
Olds,2,50,banana,2
Vermilion,26,64,strawberry,1
Mannville,16,2,strawberry,1
Mundare,2,117,vanilla,1
Bruderheim,4,39,banana,2
Chestermere,10,82,chocolate,2
Delburne,21,116,strawberry,2
Bruderheim,30,131,chocolate,1
Athabasca,15,32,chocolate,2
Falher,26,45,chocolate,1
Mundare,7,40,strawberry,2
Cardston,23,14,chocolate,1
Cardston,13,53,vanilla,2
Bruderheim,10,10,banana,2
Lomond,2,25,vanilla,3
Bruderheim,16,35,vanilla,2
Myrnam,9,19,vanilla,3
Mundare,1,72,chocolate,2
Lamont,5,58,strawberry,2
Mundare,25,81,vanilla,1
Olds,3,140,strawberry,2
Eckville,5,141,banana,1
Cardston,29,21,chocolate,1
Bashaw,23,96,chocolate,3
Mannville,21,110,vanilla,3
Magrath,17,28,strawberry,1
Mundare,8,178,chocolate,3
Valleyview,10,160,chocolate,2
Magrath,30,69,banana,2
Mundare,24,141,chocolate,1
Mannville,26,130,banana,2
Mundare,11,169,strawberry,2
Delburne,25,82,chocolate,2
Mundare,30,194,vanilla,1
Delburne,25,27,vanilla,1
Ryley,23,66,vanilla,3
Ryley,22,43,chocolate,3
Bashaw,12,65,banana,1
Bashaw,13,97,strawberry,2
Bruderheim,11,65,banana,1
Myrnam,25,91,banana,2
Lomond,12,82,banana,3
Falher,5,120,vanilla,2
Chestermere,14,6,banana,1
Bruderheim,28,32,strawberry,1
Mannville,29,196,vanilla,3
